k,recall,ancestral_recall,reduction_rate,precision
816,1.0,0.1,0.11847890342126653,0.002927585737187883
821,1.0,0.1,0.11460503953299342,0.002914776686793996
826,1.0,0.1,0.11068314490504692,0.002901922497689056
831,1.0,0.1,0.10683144905046922,0.002889408260770647
836,1.0,0.1,0.10302224192714106,0.0028771377730912448
841,1.0,0.1,0.09932572230843124,0.0028653295128939827
846,1.0,0.1,0.0956679967486884,0.00285374019729007
851,1.0,0.1,0.09198810315525013,0.002842174863943848
856,1.0,0.1,0.08834330894849626,0.0028308118776570524
861,1.0,0.1,0.08484260696076258,0.0028199833263691655
866,1.0,0.1,0.08141949309096283,0.002809474586019797
871,1.0,0.1,0.07791509643094657,0.0027987971382950378
876,1.0,0.1,0.07451599793098353,0.0027885177740562053
881,1.0,0.1,0.07101529594324983,0.002778009775730893
886,1.0,0.1,0.06763282346855834,0.0027679316200028134
891,1.0,0.1,0.064420305918865,0.002758427321264967
896,1.0,0.1,0.06115975762949826,0.0027488474320806434
901,1.0,0.1,0.057921377373826945,0.0027393983128286984
906,1.0,0.1,0.05481969999261065,0.002730408779524866
911,1.0,0.1,0.05181777876302372,0.002721764373526604
916,1.0,0.1,0.04881216286115422,0.0027131639920217054
921,1.0,0.1,0.04577698958102416,0.002704534014790723
926,1.0,0.1,0.042917313234316114,0.002696453112212597
931,1.0,0.1,0.04005948422374935,0.0026884255294581773
936,1.0,0.1,0.03722197591073672,0.0026805021768287183
941,1.0,0.1,0.03449530776620114,0.0026729322085461125
946,1.0,0.1,0.03184068573117564,0.0026656032239106707
951,1.0,0.1,0.02926734648636666,0.0026585369102739035
956,1.0,0.1,0.02674019064508978,0.002651633782231966
961,1.0,0.1,0.024266607551910145,0.0026449116217075867
966,1.0,0.1,0.021894627946501145,0.0026384975107088624
971,1.0,0.1,0.019552205719352695,0.0026321937837267494
976,1.0,0.1,0.01734833370280056,0.002626290350779897
981,1.0,0.1,0.01530887460282273,0.002620850866644279
986,1.0,0.1,0.013319293578659573,0.0026155660818932428
991,1.0,0.1,0.011388827311017513,0.0026104586521661947
996,1.0,0.1,0.009589521909406635,0.002605716161595437
1001,1.0,0.1,0.007923224709968226,0.002601339587472604
1006,1.0,0.1,0.006402867065691273,0.0025973591346350497
1011,1.0,0.1,0.004937929505652848,0.002593535283775831
1016,1.0,0.1,0.003639252198330008,0.002590154815982201
1021,1.0,0.1,0.002508682479864036,0.002587219100603376
1026,1.0,0.1,0.0015000369467228257,0.002584605593256714
1031,1.0,0.1,0.0006909037168403163,0.002582512857105885
1036,1.0,0.1,0.00014224488287888865,0.0025810957370349364
